Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-08-19 00:00:00-04:00,2.4721222979893027,2.5724904535379487,2.372249437654324,2.4805283546447754,897427216,0.0,0.0
2004-08-20 00:00:00-04:00,2.4970913195361195,2.6965918992497553,2.4844838896751833,2.6775567531585693,458857488,0.0,0.0
2004-08-23 00:00:00-04:00,2.7378762062063853,2.8053650948590585,2.6958504157749674,2.704502582550049,366857939,0.0,0.0
2004-08-24 00:00:00-04:00,2.7499895432413908,2.7588887660973636,2.5603775980873573,2.592515468597412,306396159,0.0,0.0
2004-08-25 00:00:00-04:00,2.5947398659437386,2.669893169577036,2.5680410147068233,2.620450019836426,184645512,0.0,0.0
2004-08-26 00:00:00-04:00,2.5944928960546,2.66865680163898,2.5873237745204576,2.667668104171753,142572401,0.0,0.0
2004-08-27 00:00:00-04:00,2.6723650778860244,2.6852205117297676,2.612786943160997,2.6241586208343506,124826132,0.0,0.0
2004-08-30 00:00:00-04:00,2.6026503993889007,2.607842598646286,2.521812677383423,2.521812677383423,104429967,0.0,0.0
2004-08-31 00:00:00-04:00,2.5289822639113657,2.563838699759072,2.5255211129509902,2.530712366104126,98825037,0.0,0.0
2004-09-01 00:00:00-04:00,2.538870507371647,2.545545280815502,2.4639651897892048,2.4783036708831787,183633734,0.0,0.0
2004-09-02 00:00:00-04:00,2.4520988946153928,2.530712411077297,2.445918233984355,2.5094518661499023,303810504,0.0,0.0
2004-09-03 00:00:00-04:00,2.495608556107578,2.5151380512520074,2.4553126291662304,2.47236967086792,103538639,0.0,0.0
2004-09-07 00:00:00-04:00,2.4970913605126936,2.521565762493027,2.462481981902271,2.5111825466156006,117506800,0.0,0.0
2004-09-08 00:00:00-04:00,2.49041633795841,2.547028848022032,2.4844839169310973,2.528982162475586,100186120,0.0,0.0
2004-09-09 00:00:00-04:00,2.5346674729789918,2.539117084458438,2.4968442372196527,2.529229164123535,81620792,0.0,0.0
2004-09-10 00:00:00-04:00,2.5116769671854193,2.634294380118499,2.504260553234836,2.6038873195648193,174804764,0.0,0.0
2004-09-13 00:00:00-04:00,2.6360246135905094,2.680028514126486,2.6318220576904374,2.657532215118408,157628624,0.0,0.0
2004-09-14 00:00:00-04:00,2.6562964477810356,2.7687779422366785,2.6399798630744873,2.7561705112457275,217608605,0.0,0.0
2004-09-15 00:00:00-04:00,2.7331797698911653,2.823906367128911,2.7242795997712306,2.768777847290039,215279909,0.0,0.0
2004-09-16 00:00:00-04:00,2.777182961510571,2.862718312946306,2.7601259177090807,2.817478656768799,186207345,0.0,0.0
2004-09-17 00:00:00-04:00,2.8286029110103463,2.9044976234436035,2.8070953112741055,2.9044976234436035,190350817,0.0,0.0
2004-09-20 00:00:00-04:00,2.8911479020218933,3.0061016068552324,2.8866982903521397,2.95072603225708,213585582,0.0,0.0
2004-09-21 00:00:00-04:00,2.961850635519053,2.976930519174107,2.904992015129819,2.913149833679199,145262446,0.0,0.0
2004-09-22 00:00:00-04:00,2.902272488672941,2.958389467352989,2.887686717165655,2.9264986515045166,152344894,0.0,0.0
2004-09-23 00:00:00-04:00,2.93787188037765,3.0315650517271497,2.8928783334810833,2.9868197441101074,171524515,0.0,0.0
2004-09-24 00:00:00-04:00,2.9897851457520717,3.0679043138318156,2.9606150210598674,2.9623451232910156,183336625,0.0,0.0
2004-09-27 00:00:00-04:00,2.955670128374949,2.9883023508389788,2.91216152387903,2.9235332012176514,141994242,0.0,0.0
2004-09-28 00:00:00-04:00,2.998685341350608,3.14948417435316,2.971739432874207,3.1361353397369385,340190355,0.0,0.0
2004-09-29 00:00:00-04:00,3.132180267940597,3.3378605744054473,3.1205612980811956,3.2404592037200928,613229953,0.0,0.0
2004-09-30 00:00:00-04:00,3.2112876637056806,3.270618735486721,3.189038423046403,3.203871250152588,276468402,0.0,0.0
2004-10-01 00:00:00-04:00,3.2335370231174445,3.318578259014805,3.1865663199041023,3.277541160583496,303934969,0.0,0.0
2004-10-04 00:00:00-04:00,3.343547157556969,3.383594850316104,3.313386440094921,3.3388493061065674,261693228,0.0,0.0
2004-10-05 00:00:00-04:00,3.3289611773521344,3.4246314942636147,3.2691357556697427,3.4206762313842773,300887589,0.0,0.0
2004-10-06 00:00:00-04:00,3.400405524248736,3.4226545299754116,3.3620879367795116,3.388786554336548,268900140,0.0,0.0
2004-10-07 00:00:00-04:00,3.384830930870171,3.458005183641811,3.375683468923099,3.432542085647583,283643194,0.0,0.0
